,Prompt,Response
41,"Tube inverted in mercury reservoir. Points: W = reservoir surface level, Y = top of mercury column. Distance WY = height of mercury column.","\begin{tikzpicture}[scale=1]
    % Draw reservoir bottom and sides
    \draw (0,-2) -- (0,0); % Left side
    \draw (4,0) -- (4,-2); % Right side
    \draw (0,-2) -- (4,-2); % Bottom

    % Draw tube walls
    \draw (1.5,-1) -- (1.5,3); % Left tube
    \draw (2.5,-1) -- (2.5,3); % Right tube

    % Fill mercury in reservoir (including submerged tube portion)
    \fill[pattern=north east lines] (0,-2) rectangle (4,0);
    % Fill mercury column in tube above reservoir
    \fill[pattern=north east lines] (1.5,0) rectangle (2.5,2);

    % Draw reservoir surface (outside tube)
    \draw (0,0) -- (1.5,0); % Left surface
    \draw (2.5,0) -- (4,0); % Right surface

    % Dashed level indicators
    \draw[dashed] (0,0) -- (1.5,0); % W-level left
    \draw[dashed] (2.5,0) -- (4.5,0) node[right] {W}; % W-level right
    \draw[dashed] (0,2) -- (1.5,2); % Y-level left
    \draw[dashed] (2.5,2) -- (4.5,2) node[right] {Y}; % Y-level right

    % Height indicator arrow
    \draw[<->, line width=0.8pt] (4.5,0) -- (4.5,2) 
        node[midway, right] {height of mercury column};

    % Vacuum label
    \node at (2,2.5) {vacuum};
\end{tikzpicture}"
42,"A series circuit with a battery, LDR, and fixed resistor. Arrows show higher resistance in the LDR and higher voltage across it in darkness.","\documentclass[tikz,border=3.14mm]{standalone}
\usepackage{circuitikz}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=1.2, every node/.style={font=\small}]
    % Draw series circuit components
    \draw (0,0) to[battery, l=$V$, invert] (0,2) -- (2,2)
          to[photoresistor, l=LDR, name=LDR, v=$V_{\text{LDR}}$] (4,2) -- (6,2)
          to[R, l=Fixed Resistor] (6,0) -- (0,0);
    
    % Add arrows and labels for LDR properties in darkness
    \draw[-{Stealth[scale=1.2]}, thick, red] (3,2.8) -- (3,2.3) 
        node[above, align=center, red] {Higher resistance\\in darkness};
    \draw[-{Stealth[scale=1.2]}, thick, blue] (3,0.7) -- (3,1.2) 
        node[below, align=center, blue] {Higher voltage\\across LDR};
\end{tikzpicture}
\end{document}"
45,"A tube inverted in a mercury reservoir. Point V is the sealed top of the tube. Point W is the top of the mercury column inside the tube. Point Y is the mercury surface in the reservoir. Point X is a fixed reference point above the reservoir. Point Z is the bottom of the reservoir. Arrow labeled ""WY"" shows the vertical height between W and Y. When pressure increases, W rises and Y lowers slightly, increasing WY.","\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{patterns, arrows.meta}
\begin{document}
\begin{tikzpicture}[>=latex]
    % Reservoir container
    \draw (-2,0) -- (2,0) -- (2,2) -- (-2,2);
    \fill[pattern=dots] (-2,0) rectangle (2,2);
    
    % Tube
    \draw[thick] (-0.2,5) -- (-0.2,1) -- (0.2,1) -- (0.2,5) -- cycle;
    
    % Mercury in tube
    \fill[pattern=dots] (-0.2,1) rectangle (0.2,3);
    \draw (-0.2,3) -- (0.2,3);
    
    % Reservoir surface
    \draw (-2,2) -- (-0.2,2);
    \draw (0.2,2) -- (2,2);
    
    % Points
    \fill (0,5) circle (2pt) node[above left] {V};
    \fill (0,3) circle (2pt) node[left] {W};
    \fill (1.5,2) circle (2pt) node[below right] {Y};
    \fill (1.5,4) circle (2pt) node[above] {X};
    \fill (0,0) circle (2pt) node[below] {Z};
    
    % Height arrow
    \draw[dashed] (0.2,3) -- (1.5,3);
    \draw[dashed] (0.2,2) -- (1.5,2);
    \draw[<->, very thick] (1.5,3) -- node[right] {WY} (1.5,2);
\end{tikzpicture}
\end{document}"
46,"**  
Sketch a diver at depth with a small bubble labeled ""20 cm³, P = 1.25 × 10⁵ Pa"". Show the bubble rising and expanding to a larger size at the surface, labeled ""25 cm³, P = 1.00 × 10⁵ Pa"". Use arrows to indicate decreasing pressure and increasing volume.  
**","\begin{tikzpicture}
  % Diver at depth
  \draw (0,-1) circle (0.3) node[above=0.1cm] {Diver}; % Head
  \draw (0,-1) -- (0,-2); % Body
  \draw (0,-1.5) -- (-0.5,-1.2); % Left arm
  \draw (0,-1.5) -- (0.5,-1.2); % Right arm
  \draw (0,-2) -- (-0.3,-2.7); % Left leg
  \draw (0,-2) -- (0.3,-2.7); % Right leg

  % Small bubble near diver
  \draw (1.5,-1.5) circle (0.4);
  \node at (1.5,-1.5) {20 cm³};
  \node[below] at (1.5,-1.9) {$P = 1.25 \times 10^5$ Pa};

  % Large bubble at surface
  \draw (1.5,3) circle (0.7);
  \node at (1.5,3) {25 cm³};
  \node[above] at (1.5,3.7) {$P = 1.00 \times 10^5$ Pa};

  % Rising path with expansion
  \draw[->, thick] (1.5,-1.1) to[out=90,in=270] (1.5,2.3);
  
  % Volume increase indicator
  \draw[->, >=stealth, line width=1.5pt, blue] (2.5,0) -- (2.5,2) 
    node[midway, right] {Volume $\uparrow$};
  
  % Pressure decrease indicator
  \draw[->, >=stealth, line width=1.5pt, red] (0.5,2) -- (0.5,0) 
    node[midway, left] {Pressure $\downarrow$};
  
  % Surface line
  \draw[dashed] (-1,2.5) -- (3,2.5) node[right] {Surface};
  
  % Depth indicator
  \draw[<->] (-1,-2.7) -- (-1,2.5) 
    node[midway, left] {Depth};
\end{tikzpicture}"
48,"A stone falling vertically with downward arrows labeled ""gravity = 9.8 m/s²"" and a speedometer showing increasing values: 0 m/s at the top, 9.8 m/s after 1s, 19.6 m/s after 2s.","\begin{tikzpicture}
  % Draw stone positions
  \draw (0,0) circle (2pt) node[left, align=left] {$t=0$ \\ $v=0$ m/s};
  \draw (0,-2) circle (2pt) node[left, align=left] {$t=1$s \\ $v=9.8$ m/s};
  \draw (0,-4) circle (2pt) node[left, align=left] {$t=2$s \\ $v=19.6$ m/s};
  
  % Draw gravity arrow
  \draw[->, very thick] (1.5,0) -- (1.5,-4) node[midway, right, align=left] {gravity \\ $= 9.8$ m/s$^2$};
  
  % Draw dashed path
  \draw[dashed] (0,0) -- (0,-4);
\end{tikzpicture}"
49,"A horizontal ruler with ""0"" at the left end. 19 small, evenly spaced ticks are shown after ""0"". The feather extends from ""0"" to the 19th tick.","\begin{tikzpicture}
    % Draw ruler base line
    \draw[thick] (0,0) -- (19,0);
    
    % Draw 20 ticks (including 0 and 19 more)
    \foreach \x in {0,1,...,19} {
        \draw (\x,0) -- (\x,-0.3);
    }
    
    % Label ""0"" at first tick
    \node[below] at (0,-0.3) {0};
    
    % Draw feather from tick 0 to tick 19
    \draw[thick] (0,0.3) -- (19,0.3);
    \node[above] at (9.5,0.3) {feather};
\end{tikzpicture}"
50,"A transformer with an iron core. Primary coil: 400 turns, labeled ""240 V AC"". Secondary coil: 20 turns, labeled ""Output ?"". Arrows show magnetic field lines looping through the core.","\begin{tikzpicture}[scale=1]
    % Core: bottom and top
    \draw[thick] (0,0) -- (6,0); % Bottom
    \draw[thick] (0,4) -- (6,4); % Top
    % Core left limb: dashed
    \draw[thick, dashed] (0,0) -- (0,1);
    \draw[thick, dashed] (0,3) -- (0,4);
    % Core right limb: dashed
    \draw[thick, dashed] (6,0) -- (6,1);
    \draw[thick, dashed] (6,3) -- (6,4);

    % Primary coil (left)
    \draw (0,1) to [coil, name=primary, turns=8] (0,3);
    % Secondary coil (right)
    \draw (6,1) to [coil, name=secondary, turns=4] (6,3);

    % Magnetic field loop (sharp corners)
    \draw[thick, dashed] (0.5,0.5) -- (0.5,3.5) -- (5.5,3.5) -- (5.5,0.5) -- cycle;
    % Arrows for magnetic field
    \draw[->, thick] (0.5,2) -- (0.5,2.5);   % Left: up
    \draw[->, thick] (3,3.5) -- (3.5,3.5);   % Top: right
    \draw[->, thick] (5.5,2.5) -- (5.5,2);   % Right: down
    \draw[->, thick] (3.5,0.5) -- (3,0.5);   % Bottom: left

    % Labels for turns
    \node[left] at (0,2) {400 turns};
    \node[right] at (6,2) {20 turns};

    % Labels for voltages
    \node[below] at (0,-0.5) {240 V AC};
    \node[below] at (6,-0.5) {Output ?};
\end{tikzpicture}"
51,"Simple series circuit with a battery, LDR, and fixed resistor. Arrows show voltage increasing across LDR when it darkens.","\begin{circuitikz}[american]
    % Draw the series circuit
    \draw (0,0) 
    to [battery, invert] (2,0) % Battery with inversion for correct polarity
    to [photoresistor, l=LDR, name=LDR] (4,0) % Light-dependent resistor labeled LDR
    to [R, l=$R$] (6,0) % Fixed resistor labeled R
    to [short] (6,-2) 
    to [short] (0,-2)
    to [short] (0,0);
    
    % Voltage arrow across LDR
    \draw[red, thick, -Stealth] ([shift=(0:-0.2)]LDR.north) -- ++(0,0.8) 
        node[midway, left] {$V_{\text{LDR}}$};
    % Arrow showing voltage increase during darkening
    \draw[blue, thick, -Stealth] ([shift=(0:0.2)]LDR.north) ++(0,0.4) -- ++(0.8,0) 
        node[midway, above] {increases in dark};
\end{circuitikz}"
53,A thermometer bulb immersed in beaker Q shows 0°C. The same thermometer in beaker S shows 100°C. Both beakers contain pure water.,"\begin{tikzpicture}
  % Beaker Q with thermometer at 0°C
  \draw (0,0) -- (1.5,0) -- (1.5,2.5) -- (1.7,2.6) -- (-0.2,2.6) -- (0,2.5) -- cycle;
  \draw (0.75,0.15) circle (0.15);
  \draw (0.70,0.3) rectangle (0.80,2.8);
  \fill[black] (0.75,0.15) circle (0.15);
  \fill[black] (0.70,0.3) rectangle (0.80,0.5);
  \node at (0.75,-0.5) {Beaker Q};
  \node[right] at (0.80,2.8) {0°C};

  % Beaker S with thermometer at 100°C
  \draw (4,0) -- (5.5,0) -- (5.5,2.5) -- (5.7,2.6) -- (3.8,2.6) -- (4,2.5) -- cycle;
  \draw (4.75,0.15) circle (0.15);
  \draw (4.70,0.3) rectangle (4.80,2.8);
  \fill[black] (4.75,0.15) circle (0.15);
  \fill[black] (4.70,0.3) rectangle (4.80,2.8);
  \node at (4.75,-0.5) {Beaker S};
  \node[right] at (4.80,2.8) {100°C};
\end{tikzpicture}"
54,"A beaker of liquid. Arrows show a few high-energy molecules escaping from the surface into the air above. The remaining liquid molecules are shown with slightly shorter motion arrows, indicating lower average kinetic energy.","\documentclass{standalone}
\usepackage{tikz}
\usetikzlibrary{arrows.meta, calc}
\begin{document}
\begin{tikzpicture}
    % Beaker outline
    \draw (0,0) -- (0,3) -- (3,3) -- (3,0) -- cycle;
    
    % Liquid surface
    \draw (0,2) -- (3,2);
    
    % Liquid molecules with short velocity vectors
    \foreach \x/\y/\dx/\dy in {
        0.5/0.5/0.1/0.15,
        1.0/1.0/0.15/-0.1,
        1.5/0.8/-0.1/0.1,
        0.8/1.5/0.1/-0.15,
        1.2/0.5/0.1/0.1,
        2.0/1.2/-0.15/0.1,
        2.5/0.7/0.1/-0.1,
        0.5/1.2/-0.1/0.15,
        1.8/1.8/0.15/0.1
    } {
        \fill (\x,\y) circle (1.5pt);
        \draw[-{Stealth}, thick] (\x,\y) -- (\x+\dx,\y+\dy);
    }
    
    % Escaping molecules with long velocity vectors
    \foreach \x/\y/\dx/\dy in {
        1.0/2.5/0/0.8,
        1.8/2.3/0.48/0.64,
        0.7/2.8/-0.32/0.74
    } {
        \fill (\x,\y) circle (1.5pt);
        \draw[-{Stealth}, thick] (\x,\y) -- (\x+\dx,\y+\dy);
    }
\end{tikzpicture}
\end{document}"
55,A cup with liquid molecules inside. Some molecules are shown escaping as vapour arrows. The cup's mass/weight label shrinks after evaporation.,"\begin{tikzpicture}
    % Draw cup (trapezoid shape)
    \draw (0,0) -- (0.5,2) -- (2.5,2) -- (3,0) -- cycle;

    % Draw liquid surface
    \draw (0.7,1.5) -- (2.3,1.5);

    % Draw liquid molecules (dots inside cup)
    \foreach \i in {1,2,...,12} {
        \pgfmathsetmacro{\x}{0.7 + 0.1 + random()*1.5}
        \pgfmathsetmacro{\y}{0.3 + random()*1.1}
        \fill (\x,\y) circle (1pt);
    }

    % Draw vapor escape arrows
    \foreach \i in {1,2,3,4} {
        \pgfmathsetmacro{\x}{0.8 + random()*1.4}
        \pgfmathsetmacro{\y}{1.8 + random()*0.8}
        \draw[-latex] (\x,1.5) -- (\x,\y);
    }

    % Draw mass labels and decrease arrow
    \node at (3.5,1.5) {$M$};
    \node at (3.5,0.5) {$M'$};
    \draw[->] (3.5,1.4) -- (3.5,0.6);
\end{tikzpicture}"
57,"Imagine a line of air molecules. When a compression occurs, molecules bunch up; in a rarefaction, they spread out. Each molecule only moves short distances left and right, while the wave energy moves from X to Y.","\documentclass[tikz]{standalone}
\usetikzlibrary{decorations.pathreplacing, arrows.meta}
\begin{document}
\begin{tikzpicture}[>=stealth]
    % Draw molecules
    \foreach \x in {0,0.5,1.0,2.5,4.0,5.5,6.0,6.5,7.0,8.5,10.0,11.5} 
        \fill (\x,0) circle (2pt);

    % Draw oscillation arrows
    \foreach \x in {0,0.5,1.0,2.5,4.0,5.5,6.0,6.5,7.0,8.5,10.0,11.5} 
        \draw[<->] (\x-0.15,0.5) -- (\x+0.15,0.5);

    % Draw wave direction arrow
    \draw[->, line width=1.5pt] (-1,1.2) -- (12,1.2) 
        node[midway, above] {Wave energy} 
        node[pos=0.05, above] {X} 
        node[pos=0.95, above] {Y};

    % Draw braces and labels
    \draw[decorate, decoration={brace, amplitude=5pt, mirror}] (0,-0.5) -- (1.0,-0.5) 
        node[midway, below, yshift=-5pt] {Compression};
    \draw[decorate, decoration={brace, amplitude=5pt, mirror}] (2.5,-0.5) -- (5.5,-0.5) 
        node[midway, below, yshift=-5pt] {Rarefaction};
    \draw[decorate, decoration={brace, amplitude=5pt, mirror}] (6.0,-0.5) -- (7.0,-0.5) 
        node[midway, below, yshift=-5pt] {Compression};
    \draw[decorate, decoration={brace, amplitude=5pt, mirror}] (8.5,-0.5) -- (11.5,-0.5) 
        node[midway, below, yshift=-5pt] {Rarefaction};
\end{tikzpicture}
\end{document}"
58,"A pair of parallel plates with opposite charges. α-particles curve toward the negative plate, β-particles curve sharply toward the positive plate, and γ-rays pass straight through undeflected.","\begin{tikzpicture}
  % Draw parallel plates
  \draw[thick] (-1,1) -- (6,1); % Top plate (positive)
  \draw[thick] (-1,-1) -- (6,-1); % Bottom plate (negative)
  
  % Label charges on plates
  \foreach \x in {0,2.5,5} {
    \node at (\x,1.3) {$+$};
    \node at (\x,-1.3) {$-$};
  }
  
  % Particle paths
  % γ-ray (straight)
  \draw[->, thick] (0,0) -- (5,0) node[right] {$\gamma$};
  % α-particle (curves downward)
  \draw[->, thick] (0,0) .. controls (1.5,0) and (3.5,-1.2) .. (5,-1.5) node[below right] {$\alpha$};
  % β-particle (curves upward sharply)
  \draw[->, thick] (0,0) .. controls (1.5,0) and (3.5,1.8) .. (5,1.2) node[above right] {$\beta$};
\end{tikzpicture}"
60,"A step graph showing nuclei count vs. time. Starts at 8.0 × 10¹⁰. Drops to 4.0 × 10¹⁰ at 20 days, to 2.0 × 10¹⁰ at 40 days, and to 1.0 × 10¹⁰ at 60 days. ""Decayed"" shaded area totals 7.0 × 10¹⁰.","\begin{tikzpicture}[x=0.1cm, y=1cm]
  % Axes
  \draw[->] (0,0) -- (65,0) node[below] {Time (days)};
  \draw[->] (0,0) -- (0,9) node[left] {Nuclei Count ($\times 10^{10}$)};
  
  % X-axis ticks
  \foreach \x in {0,20,40,60} {
    \draw (\x,0.1) -- (\x,-0.1) node[below] {\x};
  }
  
  % Y-axis ticks
  \foreach \y in {0,1,2,4,8} {
    \draw (0.1,\y) -- (-0.1,\y) node[left] {\y};
  }
  
  % Shaded decayed region
  \fill[gray!30] (0,8.0) -- (20,8.0) -- (20,4.0) -- (40,4.0) -- (40,2.0) -- (60,2.0) -- (60,1.0) -- (60,8.0) -- (0,8.0) -- cycle;
  
  % Step graph (remaining nuclei)
  \draw[thick] (0,8.0) -- (20,8.0) -- (20,4.0) -- (40,4.0) -- (40,2.0) -- (60,2.0) -- (60,1.0);
  
  % Labels
  \draw (0,8.0) node[above left] {8.0};
  \draw (20,4.0) node[above left] {4.0};
  \draw (40,2.0) node[above left] {2.0};
  \draw (60,1.0) node[below right] {1.0};
  \node at (40,6) {Decayed: $7.0 \times 10^{10}$};
\end{tikzpicture}"
61,"Sketch of Graph 1 - A straight horizontal line above the time axis, indicating constant positive current.","\begin{tikzpicture}[>=stealth]
    % Axes
    \draw[->] (0,0) -- (5,0) node[below] {time};
    \draw[->] (0,0) -- (0,3) node[left] {current};
    
    % Constant current line
    \draw[ultra thick] (0.5,1.5) -- (4.5,1.5) node[midway, above] {Graph 1};
    
    % Axis labels
    \node[below left] at (0,0) {0};
\end{tikzpicture}"
62,"Sketch of Graph 2 - A symmetrical wave alternating between positive and negative peaks, crossing the time axis regularly, like a sine wave.","\begin{tikzpicture}[scale=0.8]
  % Axes
  \draw[->] (0,-1.5) -- (0,1.5) node[left] {$y$};
  \draw[->] (0,0) -- (8.5,0) node[below] {$t$};
  
  % Title
  \node[above] at (4,1.8) {Graph 2};
  
  % Sine wave (2 cycles)
  \draw[blue, thick, domain=0:8, samples=100] plot (\x, {sin(90*\x)});
\end{tikzpicture}"
64,"A simple flow: P → NOT gate → S. Then, S → NOT gate → T1. R → NOT gate → T2. S and R → OR gate → T3.","\begin{tikzpicture}[circuit logic US]
    % Input nodes
    \node[left] at (0,0) (P) {P};
    \node[left] at (0,-2) (R) {R};
    
    % NOT gates
    \node[not gate, point down] at (1.5,0) (not1) {};
    \node[not gate, point down] at (4,0) (not2) {};
    \node[not gate, point down] at (1.5,-2) (not3) {};
    
    % OR gate
    \node[or gate] at (4,-1) (or1) {};
    
    % Connections
    \draw (P) -- (not1.input);
    \draw (not1.output) -- ++(0.5,0) node[right] (S) {S} -- (not2.input);
    \draw (not2.output) -- ++(0.5,0) node[right] (T1) {T1};
    
    \draw (R) -- (0,-2) coordinate (Rbranch) -- (not3.input);
    \draw (not3.output) -- ++(0.5,0) node[right] (T2) {T2};
    
    \draw (S) |- (or1.input 1);
    \draw (Rbranch) |- (or1.input 2);
    \draw (or1.output) -- ++(0.5,0) node[right] (T3) {T3};
\end{tikzpicture}"
65,"Circuit A shows a battery connected to two parallel branches, each with one lamp. The ammeter is in series with the battery.","\begin{circuitikz}
    \draw (0,0) to [battery1] (0,-3);
    \draw (0,0) -- (2,0) to [ammeter] (4,0) node[circ] {};
    \draw (4,0) -- (4,2) to [lamp] (6,2) -- (6,0) node[circ] {};
    \draw (4,0) -- (4,-2) to [lamp] (6,-2) -- (6,0);
    \draw (6,0) -- (6,-3) -- (0,-3);
\end{circuitikz}"
67,"A simple series circuit containing a battery, an ammeter connected in series, two identical resistors labeled R1 and R2 connected in series, and a voltmeter connected in parallel across both resistors together. The ammeter reads 0.25 A, and the voltmeter reads 2.2 V.","\begin{circuitikz}
    % Battery and main circuit loop
    \draw (0,0) to[battery1] (0,3);
    \draw (0,3) to[ammeter, l=0.25 A] (2,3);
    \draw (2,3) to[R, l=$R_1$] (4,3);
    \draw (4,3) to[R, l=$R_2$] (6,3);
    \draw (6,3) -- (7,3);
    \draw (7,3) -- (7,0);
    \draw (7,0) -- (0,0);
    
    % Voltmeter in parallel with both resistors
    \draw (2,3) -- (2,1.5);
    \draw (2,1.5) to[voltmeter, l=2.2 V] (6,1.5);
    \draw (6,1.5) -- (6,3);
\end{circuitikz}"
68,"A positively charged metal sphere with a wire touching it, the other end connected to a ground symbol representing Earth.","\begin{tikzpicture}
    % Draw the positively charged metal sphere
    \draw[thick] (0,0) circle (1cm);
    \node at (0,0) {\huge$+$};
    
    % Draw the wire touching the sphere and connecting to ground
    \draw[thick] (1,0) -- (3,0);
    
    % Draw the ground symbol using circuitikz style
    \draw[thick] (3,0) -- (3,-0.5);
    \draw[thick] (2.7,-0.5) -- (3.3,-0.5);
    \draw[thick] (2.8,-0.7) -- (3.2,-0.7);
    \draw[thick] (2.9,-0.9) -- (3.1,-0.9);
\end{tikzpicture}"
69,"Solenoid with a.c. supply, potentiometer connected. Slide moved from S to R, reducing voltage across the solenoid.","\begin{circuitikz}[american]
    % AC voltage source
    \draw (0,0) to [vsin, l=a.c. supply] (0,-3);
    
    % Potentiometer connections
    \draw (0,0) -- (2,0) 
          to [pR, name=pot, l_=potentiometer, wiper=0.5] (2,-3) 
          -- (0,-3);
    
    % Terminal labels
    \node at (2,0) [above] {R};
    \node at (2,-3) [below] {S};
    
    % Solenoid connection
    \draw (pot.wiper) -- ++(1,0) coordinate (temp)
          to [L, l_=solenoid] (temp |- pot.north)
          -- (pot.north);
    
    % Slide movement arrow
    \draw[->, thick] ([xshift=0.5cm]pot.south) -- ([xshift=0.5cm]pot.north) 
          node[midway, right] {slide movement};
\end{circuitikz}"
