Prompt,Response
Rays from the object diverge after passing through the lens. Extending these rays backward shows the virtual image on the same side as the object.,"```tikz
\documentclass{standalone}
\usepackage{tikz}
\usetikzlibrary{optics}

\begin{document}
\begin{tikzpicture}[>=latex]
  % Principal axis
  \draw[thin] (-3,0) -- (3,0);
  % Lens
  \draw (0,-1) to [concave lens] (0,1);
  % Focal points
  \draw (-1,0.1) -- (-1,0) node[below] {$F$};
  \draw (1,0.1) -- (1,0) node[below] {$F$};
  % Object
  \draw[thick, ->] (-2,0) -- (-2,0.5) node[left] {Object};
  % Virtual image
  \draw[dashed, thick, ->] (-0.666,0) -- (-0.666,0.1667) node[above left] {Image};
  % Ray 1: Parallel incident
  \draw[thick] (-2,0.5) -- (0,0.5);
  % Ray 1: Refracted diverging
  \draw[thick] (0,0.5) -- (1,1);
  % Ray 1: Backward extension
  \draw[thick, dashed] (0,0.5) -- (-2,-0.5);
  % Ray 2: Toward right focal point incident
  \draw[thick] (-2,0.5) -- (0,0.1667);
  % Ray 2: Refracted parallel
  \draw[thick] (0,0.1667) -- (2,0.1667);
  % Ray 2: Backward extension
  \draw[thick, dashed] (0,0.1667) -- (-2,0.1667);
\end{tikzpicture}
\end{document}
```"
"Eye at Y receives diverging rays from the lens, allowing it to ""see"" the virtual image.","```latex
\begin{tikzpicture}[>=stealth]
  \usetikzlibrary{optics}
  \draw[dotted] (-5,0) -- (4,0); % Optical axis
  \node[lens, lens type=diverging] (lens) at (0,0) {};
  \draw (-2,0) -- (-2,0.1) node[below] {$F_1$}; % Left focal point
  \draw (2,0) -- (2,0.1) node[below] {$F_2$}; % Right focal point
  \draw[thick, ->] (-4,0) -- (-4,1) node[left] {Object}; % Object
  \draw[thick, dashed, ->] (-1.333,0) -- (-1.333,0.333) node[above left] {Virtual Image}; % Virtual image
  \draw[red, thick] (-4,1) -- (0,1) -- (3,-1); % Parallel ray path
  \draw[blue, thick] (-4,1) -- (0,0) -- (3,-1); % Central ray path
  \draw[red, dashed] (0,1) -- (-1.333,0.333); % Virtual extension (parallel)
  \draw[blue, dashed] (0,0) -- (-1.333,0.333); % Virtual extension (central)
  \fill (3,-1) circle (2pt) node[below] {Y}; % Eye at Y
\end{tikzpicture}
```"
"wave moving right, with electric field arrows up/down and magnetic field arrows in/out of the page","```latex
\begin{tikzpicture}[x=1cm, y=1cm, >=latex]
  % Draw x-axis (direction of propagation)
  \draw[->, thick] (-0.5,0) -- (4.5,0) node[below] {Direction of propagation};
  
  % Draw electric field arrows (red) and magnetic field symbols (black)
  \foreach \x in {0.5,1,1.5,2.5,3,3.5} {
    \pgfmathsetmacro{\evalue}{0.5*sin(90*\x)}
    \pgfmathparse{\evalue > 0 ? 1 : 0}
    \ifnum\pgfmathresult=1
      % Positive E: upward arrow, B out (circle)
      \draw[red, ->, thick] (\x,0) -- (\x, \evalue);
      \draw[thick] (\x, -0.5) circle (0.1);
    \else
      % Negative E: downward arrow, B in (cross)
      \draw[red, ->, thick] (\x,0) -- (\x, \evalue);
      \draw[thick] (\x-0.1, -0.5-0.1) -- (\x+0.1, -0.5+0.1);
      \draw[thick] (\x-0.1, -0.5+0.1) -- (\x+0.1, -0.5-0.1);
    \fi
  }
  
  % Label electric field
  \node[red, above] at (1, 0.5) {$\vec{E}$};
  
  % Label magnetic field
  \node[above] at (1, -0.5) {$\vec{B}$};
  \node[right, font=\footnotesize] at (1.1, -0.5) {(out)};
  \node[above] at (3, -0.5) {$\vec{B}$};
  \node[right, font=\footnotesize] at (3.1, -0.5) {(in)};
\end{tikzpicture}
```"
"wave moving right, with compressed regions and stretched regions parallel to motion","```latex
\begin{tikzpicture}
  % Axis with arrow for direction of wave
  \draw[->] (0,0) -- (7.5,0) node[right] {Direction of wave};

  % Compression regions (denser markings)
  \foreach \x in {0,0.2,0.4,0.6,0.8,1.0,3.0,3.2,3.4,3.6,3.8,4.0,6.0,6.2,6.4,6.6,6.8,7.0}
    \draw (\x, -0.1) -- (\x, 0.1);

  % Stretched regions (sparser markings)
  \foreach \x in {1.5,2.0,2.5,4.5,5.0,5.5}
    \draw (\x, -0.1) -- (\x, 0.1);

  % Labels for compressed regions
  \draw (0,0.3) -- (1,0.3) node[midway, above] {Compressed};
  \draw (3,0.3) -- (4,0.3) node[midway, above] {Compressed};
  \draw (6,0.3) -- (7,0.3) node[midway, above] {Compressed};

  % Labels for stretched regions
  \draw (1,0.3) -- (3,0.3) node[midway, above] {Stretched};
  \draw (4,0.3) -- (6,0.3) node[midway, above] {Stretched};
\end{tikzpicture}
```"
A simple series circuit with a fixed resistor and the LDR connected across a power supply,"```latex
\begin{tikzpicture}[circuitikz]
    \draw (0,0) to [battery1, l=$V$] (0,2) 
                to [R, l=fixed resistor] (3,2) 
                to [ldr, l=LDR] (6,2)
                to [short] (6,0)
                to [short] (0,0);
\end{tikzpicture}
```"
"A cup with ""liquid molecules"" inside. Arrows show some molecules turning into ""gas/vapor"" and escaping upwards. Label: ""Escaping vapor = loss of mass → loss of weight"".","```latex
\begin{tikzpicture}
    % Draw cup
    \draw[thick] (0,0) -- (0,-2) -- (3,-2) -- (3,0);
    
    % Draw liquid molecules (random distribution)
    \foreach \x in {0.3,0.7,1.1,1.5,1.9,2.3,2.7} {
        \foreach \y in {-0.4,-0.8,-1.2,-1.6} {
            \node[circle, fill=black, inner sep=0.8pt] at (\x,\y) {};
        }
    }
    
    % Draw escaping vapor molecules with arrows
    \node[circle, fill=black, inner sep=0.8pt] (m1) at (0.8,0) {};
    \draw[-stealth, thick] (m1) -- ++(0,1) node[circle, fill=black, inner sep=0.8pt, pos=1] {};
    
    \node[circle, fill=black, inner sep=0.8pt] (m2) at (1.5,0) {};
    \draw[-stealth, thick] (m2) -- ++(0,1.3) node[circle, fill=black, inner sep=0.8pt, pos=1] {};
    
    \node[circle, fill=black, inner sep=0.8pt] (m3) at (2.2,0) {};
    \draw[-stealth, thick] (m3) -- ++(0,0.8) node[circle, fill=black, inner sep=0.8pt, pos=1] {};
    
    % Add label
    \node[align=center] at (1.5,1.8) {Escaping vapor = loss of mass → loss of weight};
\end{tikzpicture}
```"
"Simplified sketch of a metre rule’s end. Major marks labeled ""0 cm"", ""1 cm"", ""2 cm"". Between 0 cm and 1 cm, 10 smaller divisions are shown. The feather ends exactly at the 9th small mark after 0 cm.","```latex
\begin{tikzpicture}[x=1cm, y=1cm]
    % Draw the metre rule base line
    \draw[line width=1.5pt] (-0.5,0) -- (2.5,0);
    
    % Draw major marks at 0 cm, 1 cm, 2 cm
    \foreach \x in {0,1,2} {
        \draw[line width=0.8pt] (\x,0) -- (\x,0.3);
        \node[below] at (\x,-0.1) {\x{} cm};
    }
    
    % Draw 10 minor divisions between 0 cm and 1 cm
    \foreach \x in {0.1,0.2,...,0.9} {
        \draw (\x,0) -- (\x,0.15);
    }
    
    % Indicate feather position at 9th small mark (0.9 cm)
    \draw[dashed] (0.9,0) -- (0.9,0.5);
    \node[above] at (0.9,0.5) {Feather};
\end{tikzpicture}
```"
"Tube inverted in mercury reservoir. Points: W = reservoir surface level, Y = top of mercury column. Distance WY = height of mercury column.","```latex
\begin{tikzpicture}[scale=1]
    % Draw reservoir bottom and sides
    \draw (0,-2) -- (0,0); % Left side
    \draw (4,0) -- (4,-2); % Right side
    \draw (0,-2) -- (4,-2); % Bottom

    % Draw tube walls
    \draw (1.5,-1) -- (1.5,3); % Left tube
    \draw (2.5,-1) -- (2.5,3); % Right tube

    % Fill mercury in reservoir (including submerged tube portion)
    \fill[pattern=north east lines] (0,-2) rectangle (4,0);
    % Fill mercury column in tube above reservoir
    \fill[pattern=north east lines] (1.5,0) rectangle (2.5,2);

    % Draw reservoir surface (outside tube)
    \draw (0,0) -- (1.5,0); % Left surface
    \draw (2.5,0) -- (4,0); % Right surface

    % Dashed level indicators
    \draw[dashed] (0,0) -- (1.5,0); % W-level left
    \draw[dashed] (2.5,0) -- (4.5,0) node[right] {W}; % W-level right
    \draw[dashed] (0,2) -- (1.5,2); % Y-level left
    \draw[dashed] (2.5,2) -- (4.5,2) node[right] {Y}; % Y-level right

    % Height indicator arrow
    \draw[<->, line width=0.8pt] (4.5,0) -- (4.5,2) 
        node[midway, right] {height of mercury column};

    % Vacuum label
    \node at (2,2.5) {vacuum};
\end{tikzpicture}
```"
"A series circuit with a battery, LDR, and fixed resistor. Arrows show higher resistance in the LDR and higher voltage across it in darkness.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usepackage{circuitikz}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=1.2, every node/.style={font=\small}]
    % Draw series circuit components
    \draw (0,0) to[battery, l=$V$, invert] (0,2) -- (2,2)
          to[photoresistor, l=LDR, name=LDR, v=$V_{\text{LDR}}$] (4,2) -- (6,2)
          to[R, l=Fixed Resistor] (6,0) -- (0,0);
    
    % Add arrows and labels for LDR properties in darkness
    \draw[-{Stealth[scale=1.2]}, thick, red] (3,2.8) -- (3,2.3) 
        node[above, align=center, red] {Higher resistance\\in darkness};
    \draw[-{Stealth[scale=1.2]}, thick, blue] (3,0.7) -- (3,1.2) 
        node[below, align=center, blue] {Higher voltage\\across LDR};
\end{tikzpicture}
\end{document}
```"
"A wave moving horizontally with vertical oscillations, labeled ""Light: oscillations perpendicular to direction""","```tikz
\begin{tikzpicture}
  % Draw wave propagation direction arrow
  \draw[->, thick] (0,-1.5) -- (8,-1.5);
  
  % Draw oscillation direction indicator
  \draw[<->, thick] (2,-1) -- (2,1);
  
  % Draw wave (two full cycles)
  \draw[blue, thick] plot[domain=0:8, samples=200, smooth] (\x, {sin(90*\x)});
  
  % Add label
  \node[above] at (4,1.5) {Light: oscillations perpendicular to direction};
\end{tikzpicture}
```"
"A horizontal wave with regions squeezed together and spread apart, labeled ""Sound: oscillations parallel to direction""","```tikz
\begin{tikzpicture}[>=Stealth]
  % Draw horizontal axis with direction arrow
  \draw[->] (0,0) -- (10,0);
  
  % Draw longitudinal wave pattern (compressions and rarefactions)
  \foreach \i in {0,1,...,19} {
    \pgfmathsetmacro{\displace}{0.2 * cos(2*pi*\i/5 r)}
    \pgfmathsetmacro{\x}{0.5*\i + \displace}
    \fill (\x,0) circle (1.5pt);
  }
  
  % Draw oscillation direction indicator
  \draw[<->] (4.5,0.5) -- (5.5,0.5);
  
  % Add descriptive label
  \node[below, align=center] at (5,-1) {Sound: oscillations parallel to direction};
\end{tikzpicture}
```"
"A tube inverted in a mercury reservoir. Point V is the sealed top of the tube. Point W is the top of the mercury column inside the tube. Point Y is the mercury surface in the reservoir. Point X is a fixed reference point above the reservoir. Point Z is the bottom of the reservoir. Arrow labeled ""WY"" shows the vertical height between W and Y. When pressure increases, W rises and Y lowers slightly, increasing WY.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{patterns, arrows.meta}
\begin{document}
\begin{tikzpicture}[>=latex]
    % Reservoir container
    \draw (-2,0) -- (2,0) -- (2,2) -- (-2,2);
    \fill[pattern=dots] (-2,0) rectangle (2,2);
    
    % Tube
    \draw[thick] (-0.2,5) -- (-0.2,1) -- (0.2,1) -- (0.2,5) -- cycle;
    
    % Mercury in tube
    \fill[pattern=dots] (-0.2,1) rectangle (0.2,3);
    \draw (-0.2,3) -- (0.2,3);
    
    % Reservoir surface
    \draw (-2,2) -- (-0.2,2);
    \draw (0.2,2) -- (2,2);
    
    % Points
    \fill (0,5) circle (2pt) node[above left] {V};
    \fill (0,3) circle (2pt) node[left] {W};
    \fill (1.5,2) circle (2pt) node[below right] {Y};
    \fill (1.5,4) circle (2pt) node[above] {X};
    \fill (0,0) circle (2pt) node[below] {Z};
    
    % Height arrow
    \draw[dashed] (0.2,3) -- (1.5,3);
    \draw[dashed] (0.2,2) -- (1.5,2);
    \draw[<->, very thick] (1.5,3) -- node[right] {WY} (1.5,2);
\end{tikzpicture}
\end{document}
```"
"**  
Sketch a diver at depth with a small bubble labeled ""20 cm³, P = 1.25 × 10⁵ Pa"". Show the bubble rising and expanding to a larger size at the surface, labeled ""25 cm³, P = 1.00 × 10⁵ Pa"". Use arrows to indicate decreasing pressure and increasing volume.  
**","```latex
\begin{tikzpicture}
  % Diver at depth
  \draw (0,-1) circle (0.3) node[above=0.1cm] {Diver}; % Head
  \draw (0,-1) -- (0,-2); % Body
  \draw (0,-1.5) -- (-0.5,-1.2); % Left arm
  \draw (0,-1.5) -- (0.5,-1.2); % Right arm
  \draw (0,-2) -- (-0.3,-2.7); % Left leg
  \draw (0,-2) -- (0.3,-2.7); % Right leg

  % Small bubble near diver
  \draw (1.5,-1.5) circle (0.4);
  \node at (1.5,-1.5) {20 cm³};
  \node[below] at (1.5,-1.9) {$P = 1.25 \times 10^5$ Pa};

  % Large bubble at surface
  \draw (1.5,3) circle (0.7);
  \node at (1.5,3) {25 cm³};
  \node[above] at (1.5,3.7) {$P = 1.00 \times 10^5$ Pa};

  % Rising path with expansion
  \draw[->, thick] (1.5,-1.1) to[out=90,in=270] (1.5,2.3);
  
  % Volume increase indicator
  \draw[->, >=stealth, line width=1.5pt, blue] (2.5,0) -- (2.5,2) 
    node[midway, right] {Volume $\uparrow$};
  
  % Pressure decrease indicator
  \draw[->, >=stealth, line width=1.5pt, red] (0.5,2) -- (0.5,0) 
    node[midway, left] {Pressure $\downarrow$};
  
  % Surface line
  \draw[dashed] (-1,2.5) -- (3,2.5) node[right] {Surface};
  
  % Depth indicator
  \draw[<->] (-1,-2.7) -- (-1,2.5) 
    node[midway, left] {Depth};
\end{tikzpicture}
```"
A car moving in a straight line at constant speed [velocity vector unchanged → no acceleration] vs. the same car turning a corner at constant speed [velocity vector changes direction → acceleration occurs],"```tikz
\begin{tikzpicture}
  % Diagram (a): Straight line motion
  \begin{scope}[shift={(0,0)}]
    % Path
    \draw[thick] (0,0) -- (4,0);
    % Cars
    \fill (1,0) circle (2pt);
    \fill (3,0) circle (2pt);
    % Velocity vectors (same direction)
    \draw[->, thick, red] (1,0.3) -- (2,0.3) node[midway, above] {$\vec{v}$};
    \draw[->, thick, red] (3,0.3) -- (4,0.3) node[midway, above] {$\vec{v}$};
    % Label
    \node[below] at (2,-1) {(a) Straight line: velocity unchanged};
  \end{scope}
  
  % Diagram (b): Turning motion
  \begin{scope}[shift={(6,0)}]
    % Curved path (90° arc)
    \draw[thick] (0,0) arc (270:360:1.5);
    % Cars
    \fill (0,0) circle (2pt);
    \fill (1.5,1.5) circle (2pt);
    % Velocity vectors (changing direction)
    \draw[->, thick, red] (0,0.3) -- (1.2,0.3) node[midway, above] {$\vec{v}$};
    \draw[->, thick, red] (1.5,1.5) -- (1.5,2.5) node[midway, right] {$\vec{v}$};
    % Label
    \node[below, align=center] at (1.5,-1) {(b) Turning: velocity changes \\ direction $\rightarrow$ acceleration};
  \end{scope}
\end{tikzpicture}
```"
"A stone falling vertically with downward arrows labeled ""gravity = 9.8 m/s²"" and a speedometer showing increasing values: 0 m/s at the top, 9.8 m/s after 1s, 19.6 m/s after 2s.","```latex
\begin{tikzpicture}
  % Draw stone positions
  \draw (0,0) circle (2pt) node[left, align=left] {$t=0$ \\ $v=0$ m/s};
  \draw (0,-2) circle (2pt) node[left, align=left] {$t=1$s \\ $v=9.8$ m/s};
  \draw (0,-4) circle (2pt) node[left, align=left] {$t=2$s \\ $v=19.6$ m/s};
  
  % Draw gravity arrow
  \draw[->, very thick] (1.5,0) -- (1.5,-4) node[midway, right, align=left] {gravity \\ $= 9.8$ m/s$^2$};
  
  % Draw dashed path
  \draw[dashed] (0,0) -- (0,-4);
\end{tikzpicture}
```"
"A horizontal ruler with ""0"" at the left end. 19 small, evenly spaced ticks are shown after ""0"". The feather extends from ""0"" to the 19th tick.","```latex
\begin{tikzpicture}
    % Draw ruler base line
    \draw[thick] (0,0) -- (19,0);
    
    % Draw 20 ticks (including 0 and 19 more)
    \foreach \x in {0,1,...,19} {
        \draw (\x,0) -- (\x,-0.3);
    }
    
    % Label ""0"" at first tick
    \node[below] at (0,-0.3) {0};
    
    % Draw feather from tick 0 to tick 19
    \draw[thick] (0,0.3) -- (19,0.3);
    \node[above] at (9.5,0.3) {feather};
\end{tikzpicture}
```"
"A transformer with an iron core. Primary coil: 400 turns, labeled ""240 V AC"". Secondary coil: 20 turns, labeled ""Output ?"". Arrows show magnetic field lines looping through the core.","```latex
\begin{tikzpicture}[scale=1]
    % Core: bottom and top
    \draw[thick] (0,0) -- (6,0); % Bottom
    \draw[thick] (0,4) -- (6,4); % Top
    % Core left limb: dashed
    \draw[thick, dashed] (0,0) -- (0,1);
    \draw[thick, dashed] (0,3) -- (0,4);
    % Core right limb: dashed
    \draw[thick, dashed] (6,0) -- (6,1);
    \draw[thick, dashed] (6,3) -- (6,4);

    % Primary coil (left)
    \draw (0,1) to [coil, name=primary, turns=8] (0,3);
    % Secondary coil (right)
    \draw (6,1) to [coil, name=secondary, turns=4] (6,3);

    % Magnetic field loop (sharp corners)
    \draw[thick, dashed] (0.5,0.5) -- (0.5,3.5) -- (5.5,3.5) -- (5.5,0.5) -- cycle;
    % Arrows for magnetic field
    \draw[->, thick] (0.5,2) -- (0.5,2.5);   % Left: up
    \draw[->, thick] (3,3.5) -- (3.5,3.5);   % Top: right
    \draw[->, thick] (5.5,2.5) -- (5.5,2);   % Right: down
    \draw[->, thick] (3.5,0.5) -- (3,0.5);   % Bottom: left

    % Labels for turns
    \node[left] at (0,2) {400 turns};
    \node[right] at (6,2) {20 turns};

    % Labels for voltages
    \node[below] at (0,-0.5) {240 V AC};
    \node[below] at (6,-0.5) {Output ?};
\end{tikzpicture}
```"
"Simple series circuit with a battery, LDR, and fixed resistor. Arrows show voltage increasing across LDR when it darkens.","```latex
\begin{circuitikz}[american]
    % Draw the series circuit
    \draw (0,0) 
    to [battery, invert] (2,0) % Battery with inversion for correct polarity
    to [photoresistor, l=LDR, name=LDR] (4,0) % Light-dependent resistor labeled LDR
    to [R, l=$R$] (6,0) % Fixed resistor labeled R
    to [short] (6,-2) 
    to [short] (0,-2)
    to [short] (0,0);
    
    % Voltage arrow across LDR
    \draw[red, thick, -Stealth] ([shift=(0:-0.2)]LDR.north) -- ++(0,0.8) 
        node[midway, left] {$V_{\text{LDR}}$};
    % Arrow showing voltage increase during darkening
    \draw[blue, thick, -Stealth] ([shift=(0:0.2)]LDR.north) ++(0,0.4) -- ++(0.8,0) 
        node[midway, above] {increases in dark};
\end{circuitikz}
```

This TikZ code using circuitikz:
1. Draws a series circuit with battery (inverted for correct polarity), LDR (labeled), and fixed resistor (labeled R)
2. Adds a red vertical arrow showing voltage measurement across the LDR ($V_{\text{LDR}}$)
3. Includes a blue horizontal arrow indicating voltage increase during darkening
4. Uses standard circuit symbols from circuitikz
5. Follows the description precisely with all required labels
6. Compiles directly with circuitikz and arrows.meta libraries"
"A beaker with arrows showing warm liquid rising from the bottom and cool liquid sinking near the sides, forming a circular flow pattern.","```tikz
\begin{tikzpicture}
  % Beaker outline
  \draw[thick] (0,0) -- (0,-3) -- (2,-3) -- (2,0);
  
  % Warm liquid rising (center)
  \draw[->, thick] (1,-2.8) -- (1,-0.7) node[midway, left] {Warm};
  
  % Cool liquid sinking (sides)
  \draw[->, thick] (0.3,-0.7) -- (0.3,-2.8) node[midway, left] {Cool};
  \draw[->, thick] (1.7,-0.7) -- (1.7,-2.8) node[midway, right] {Cool};
  
  % Top flow (center to sides)
  \draw[->, thick] (1,-0.7) -- (0.3,-0.7);
  \draw[->, thick] (1,-0.7) -- (1.7,-0.7);
  
  % Bottom flow (sides to center)
  \draw[->, thick] (0.3,-2.8) -- (1,-2.8);
  \draw[->, thick] (1.7,-2.8) -- (1,-2.8);
\end{tikzpicture}
```"
