,Question,Mark Scheme
138,"The circuit shown contains five lamps J, K, L, M and N. All the lamps are glowing.

One lamp is removed and two other lamps go out.
Which lamp is removed?

lamp J
lamp K
lamp L
lamp M",A
139,"A cell passes a current of 2.0 A in a circuit for 30 s. In this time the cell transfers 120 J of energy.
What is the electromotive force (e.m.f.) of the cell?

0.50 V
1.5 V
2.0 V
8.0 V",C
140,"A student uses the circuit shown to determine the resistance of two identical resistors.

The voltmeter reading is 2.2V and the ammeter reading is 0.25A.
What is the resistance of each resistor?

0.275 Ω
0.55 Ω
4.4 Ω
8.8 Ω",C
141,"A cloth is used to rub an uncharged plastic rod.
Both the rod and the cloth become charged.
Why does the plastic rod become negatively charged and the cloth become positively charged?

The rod gains electrons and the cloth gains positive charges.
The rod gains electrons and the cloth loses electrons.
The rod loses electrons and the cloth gains electrons.
The rod loses electrons and the cloth loses positive charges.",B
142,"A student wants to demagnetise a steel bar. He uses the apparatus shown. He switches on the circuit for a few seconds and then switches off. He finds that the steel bar is still magnetised.

What should he do to improve his method?

change the supply from an alternating to a direct voltage
use a lower alternating voltage
remove the steel bar from the coil whilst the circuit is switched on
use a coil that has fewer turns on it",C
143,"Four nails A, B, C and D are tested to find which makes the strongest permanent magnet.
One of the nails is placed against a bar magnet and the number of paper clips which the nail can support is recorded.

The bar magnet is then removed and the number of paper clips remaining attached to the nail is recorded. Each nail is tested individually.
Which nail becomes the strongest permanent magnet?



 
number of paper clips attached to the nail


bar magnet present
bar magnet removed


A
2
0


B
2
1


C
4
3


D
5
2",C
144,"A dolphin sends out a sound wave. An echo returns 0.010s later from a fish which is 7.5m from the dolphin.
What is the speed of the sound wave in water?

0.075 m/s
0.15 m/s
750 m/s
1500 m/s",D
145,"An intruder alarm sensor detects that a person is warmer than his surroundings.
Which type of electromagnetic wave does the sensor detect?

infrared
radio
ultraviolet
visible light",A
146,"Which statement is correct?

The speed of light in glass is equal to the speed of light in a vacuum multiplied by the refractive index of glass.
The incident angle of a light ray at an air-glass surface is the angle between the ray and the glass surface.
The sine of the critical angle at an air-glass surface is equal to .
The angle of refraction for light passing through an air-glass surface is proportional to the angle of incidence at that surface.",C
147,"An object O is placed in front of a plane mirror as shown.

Which row is correct?



 
position ofthe image
nature ofthe image


A
1
real


B
1
virtual


C
2
real


D
2
virtual",B
148,"The frequency of the microwaves used in a microwave oven is 2400MHz.
What is the wavelength of these microwaves?

0.125 m
8.00 m
125 m
7200 m",A
149,"The diagram shows a wave.

What are the amplitude and the wavelength of this wave?



 
amplitude/cm
wavelength/cm


A
3
4


B
3
8


C
6
4


D
6
8",B
150,"Two copper containers P and Q are filled with hot water.
The diagrams are both drawn to the same scale.

Container P emits more infrared radiation from its surfaces than container Q.
What is a possible reason for this?

The surfaces of P are painted white and the surfaces of Q are painted black.
The surfaces of P are shiny and the surfaces of Q are dull.
The surfaces of P have a smaller area than the surfaces of Q.
The water in P is hotter than the water in Q.",D
151,"A room is heated by a radiator. The diagrams X and Y show two possible circulations of hot air, which heat the room.

Which diagram and reason explain the heating of the room by convection?



 
diagram
reason


A
X
air density decreases when air is heated


B
X
air density increases when air is heated


C
Y
air density decreases when air is heated


D
Y
air density increases when air is heated",A
152,"The diagrams show four blocks of steel. The blocks are all drawn to the same scale.
The same quantity of thermal energy is given to each block.
Which block shows the greatest rise in temperature?",A
153,"The diagram shows a liquid-in-glass thermometer.

The design of this thermometer includes the following features.
1. a liquid which expands linearly when it is heated2. a glass bulb which has a thick glass wall3. a capillary tube with a very small diameter
Which features increase the sensitivity of the thermometer?

1 only
1 and 2
2 and 3
3 only",D
154,"Wet clothes are hanging outside to dry.
Which condition decreases the rate of evaporation of the water from the clothes?

folded clothes
higher temperature
wetter clothes
windy day",A
155,"Which row describes the forces between the molecules and the motion of the molecules in a solid?



 
forces betweenmolecules
motionof molecules


A
strong
move freely


B
strong
vibrate only


C
weak
move freely


D
weak
vibrate only",B
156,"An object is 60cm below the surface of a liquid. The pressure due to the liquid at this depth is 9000Pa.
What is the density of the liquid?

15 kg/m3
540 kg/m3
1500 kg/m3
54000 kg/m3",C
157,"The diagram shows a solid block resting on a bench. The dimensions of the block are shown.

On which labelled surface should the block rest to produce the smallest pressure on the bench?

P
Q
R
P, Q and R produce the same pressure",A
158,"A car of mass 500kg is moving at 10m/s. The engine does work on the car and the speed increases to 16m/s.
How much work is done by the engine to increase the speed of the car?

3000 J
9000 J
39000 J
78000 J",C
159,"Which energy resource is not renewable?

geothermal
nuclear fission
solar
wind",B
160,"An object is moving at +3.0m/s.
A force acts on the object.
After a time, the object is moving at – 4.0m/s.
The mass of the object is 5.0kg.
What is the change in momentum of the body?

–35 kgm/s
–5.0 kgm/s
+5.0 kgm/s
+35 kg m/s",A
161,"Two forces P and Q act on an object.
Which diagram shows the resultant of these two forces?",C
162,"A satellite orbits the Earth at constant speed in a circular orbit.
Which statement is correct?

The resultant force on the satellite is zero.
The resultant force on the satellite is towards the Earth.
The resultant force on the satellite is away from the Earth.
The resultant force on the satellite is in the direction of motion.",B
163,"Water has a density of 1000kg/m3.
A rectangular swimming pool has an average depth of 1.6m.
The length of the pool is 25m.
The width of the pool is 10m.
What is the mass of the water in the swimming pool?

2.5kg
400kg
400000kg
800000kg",C
164,"A space probe is taken from the Earth to Mars.
The force of gravity on the surface of Mars is less than the force of gravity on the surface of the Earth.
How do the weight and the mass of a space probe on the surface of Mars compare to their values when the probe is on the surface of the Earth?



 
weight on Mars
mass on Mars


A
decreased
decreased


B
decreased
unchanged


C
unchanged
decreased


D
unchanged
unchanged",B
