,Prompt,Response
263," A supply and demand graph with MPC, MSC, and MSB curves. The market equilibrium, where MPC intersects MPB, results in a higher quantity and lower price than the social optimum, where MSC intersects MSB. The welfare loss triangle between these equilibria illustrates the efficiency loss caused by the externality.) ","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 11,
    xtick = \empty,
    ytick = \empty,
    clip = false,
]

% Define curves
\addplot[blue, thick, domain=0:12] {10 - 0.5*x} 
    node[pos=0.2, above left] {MSB, MPB}; % Demand curve (MSB = MPB)
\addplot[red, thick, domain=0:12] {0.5*x} 
    node[pos=0.9, below] {MPC}; % Marginal Private Cost
\addplot[red, thick, dashed, domain=0:12] {1 + 0.5*x} 
    node[pos=0.9, above] {MSC}; % Marginal Social Cost

% Market equilibrium (MPC = MPB)
\coordinate (market) at (10,5);
\draw[dashed] (market) -- (0,5) node[left] {$P_m$};
\draw[dashed] (market) -- (10,0) node[below] {$Q_m$};
\node[circle, fill=black, inner sep=1.5pt] at (market) {};
\node[above right] at (market) {Market equilibrium};

% Social optimum (MSC = MSB)
\coordinate (social) at (9,5.5);
\draw[dashed] (social) -- (0,5.5) node[left] {$P_s$};
\draw[dashed] (social) -- (9,0) node[below] {$Q_s$};
\node[circle, fill=black, inner sep=1.5pt] at (social) {};
\node[above left] at (social) {Social optimum};

% Welfare loss triangle
\fill[gray!30] (9,5.5) -- (10,6) -- (10,5) -- cycle;
\node at (9.5,5.7) {Welfare loss};

\end{axis}
\end{tikzpicture}"
264," a PPF curve with unemployment represented by a point inside the curve). This inefficiency reduces total output, lowering real GDP and potentially slowing economic growth. The loss of output represents a permanent reduction in living standards, as goods and services that could have been produced are foregone. This is particularly severe during cyclical unemployment, where aggregate demand falls short of productive capacity, creating a negative output gap. The longer unemployment persists, the greater the cumulative loss of potential output, which cannot be recovered even if employment later rises. ","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Good X},
    ylabel = {Good Y},
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 12,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis y label/.style={at={(ticklabel cs:0.5)}, rotate=90, anchor=center},
    every axis x label/.style={at={(ticklabel cs:0.5)}, anchor=center},
]

% Draw PPF curve (concave shape)
\addplot[domain=0:10, thick, samples=100] {10 - 0.1*x^2};
\node[right] at (10,0) {PPF};

% Mark unemployment point inside the curve
\addplot[only marks, mark=*, mark size=2pt] coordinates {(3,4)};
\node[above right] at (3,4) {Unemployment};

% Optional: Add dashed lines to show output levels
\draw[dashed] (3,0) -- (3,4) -- (0,4);
\node[below] at (3,0) {Actual $X$};
\node[left] at (0,4) {Actual $Y$};

% Add full employment potential markers
\draw[dashed, gray] (5,0) -- (5,7.5) -- (0,7.5);
\node[below, gray] at (5,0) {Potential $X$};
\node[left, gray] at (0,7.5) {Potential $Y$};

% Label output gap
\draw[<->, red, thick] (3,4.5) -- (3,7.5) node[midway, right] {Output Gap};
\end{axis}
\end{tikzpicture}"
265," LRAS curve shifting left). This structural damage can perpetuate higher natural rates of unemployment, creating persistent economic scars. However, the significance of this cost varies with the **type and duration of unemployment**. Cyclical unemployment’s output loss may be reversible with demand-side policies, whereas structural unemployment’s hysteresis effects are more detrimental. ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Real Output (\(Y\)),
    ylabel = Price Level (\(P\)),
    xmin=60, xmax=120,
    ymin=0, ymax=150,
    xtick={70,90},
    xticklabels={\(Y_2\),\(Y_1\)},
    ytick={80,120},
    yticklabels={\(P_1\),\(P_2\)},
    grid = none,
    clip = false,
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=west},
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=south}
]

% Aggregate Demand (AD)
\addplot [blue, thick, domain=60:110] {150 - 0.7*x} node[pos=0.95, below right] {AD};

% Initial LRAS and SRAS
\draw [red, thick] (90,0) -- (90,150) node[above] {LRAS\(_1\)};
\addplot [orange!90!black, thick, domain=60:110] {0.6*x + 30} node[pos=0.95, below left] {SRAS\(_1\)};

% New LRAS and SRAS after shock
\draw [red, thick, dashed] (70,0) -- (70,150) node[above] {LRAS\(_2\)};
\addplot [orange!90!black, thick, dashed, domain=60:110] {0.6*x + 60} node[pos=0.95, above left] {SRAS\(_2\)};

% Equilibrium points
\node[circle, fill=black, inner sep=2pt, pin={[pin edge={solid}] 150:{A}} at (90,80) {};
\node[circle, fill=black, inner sep=2pt, pin={[pin edge={solid}] 150:{B}} at (70,120) {};

% Shift arrows
\draw[->, thick, >=stealth, red] (88,130) to[out=180, in=90] (75,115) node[midway, above left] {Structural\\shock};
\end{axis}
\end{tikzpicture}
\end{document}"
266," In an AD/AS model, actual growth is illustrated by a movement along the short-run aggregate supply (SRAS) curve due to an increase in aggregate demand (AD1 to AD2), raising equilibrium real GDP from Y1 to Y2 at the same price level if the economy is in the Keynesian range, or with rising prices in the intermediate or classical ranges.","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines=left,
    xlabel=Real GDP (Y),
    ylabel=Price Level (P),
    xmin=0, xmax=120,
    ymin=0, ymax=120,
    xtick={40,70,100},
    xticklabels={$Y_1$,$Y_2$,$Y_f$},
    ytick={50},
    yticklabels={$P_0$},
    grid=none,
    clip=false,
    enlarge x limits=false,
    enlarge y limits=false,
    every axis plot/.append style={thick}
]

% SRAS curve segments
\draw (0,50) -- (60,50) node[midway, above] (keynes) {}; % Keynesian horizontal
\draw (60,50) -- (100,90); % Intermediate upward
\draw (100,0) -- (100,120) node[near end, right] (classical) {}; % Classical vertical

% AD curves
\addplot [domain=20:110, blue] {80 - 0.5*x} node[pos=0.95, above left] {AD1};
\addplot [domain=40:120, red] {95 - 0.5*x} node[pos=0.95, above left] {AD2};

% Equilibrium points
\node[circle,fill=black,inner sep=1.5pt] at (40,50) {};
\node[below left] at (40,50) {$E_1$};
\node[circle,fill=black,inner sep=1.5pt] at (70,50) {};
\node[below] at (70,50) {$E_2$};

% Movement arrow
\draw[->, >=stealth, dashed] (40,52) -- (70,52) node[midway, above] {};

% Range labels
\node[above] at (30,30) {Keynesian range};
\node[above] at (80,70) {Intermediate range};
\node[above, rotate=90] at (102,60) {Classical range};
\node[right] at (100,110) {SRAS};

% Dotted equilibrium lines
\draw[dashed] (40,50) -- (40,0);
\draw[dashed] (70,50) -- (70,0);
\draw[dashed] (0,50) -- (40,50);
\end{axis}
\end{tikzpicture}
\end{document}"
268," In the Keynesian 45° diagram, actual growth corresponds to movements along the aggregate expenditure curve, while potential growth would involve an upward shift in the vertical LRAS line, indicating higher equilibrium income at full employment. This interplay underscores that actual growth reflects temporary demand adjustments, whereas potential growth embodies permanent enhancements to economic capacity, shaping long-term prosperity","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Real GDP (Y)},
    ylabel = {Aggregate Expenditure (AE)},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = {50,80,100},
    xticklabels = {$Y_1^*$,$Y_2$,$Y_2^*$},
    ytick = \empty,
    clip = false,
    grid = none,
    axis equal image,
    width = 10cm,
    height = 10cm
]

% 45-degree line
\addplot[domain=0:110, dashed, line width=1pt] {x};
\node[right] at (110,110) {45\textdegree};

% AE curves
\addplot[domain=0:110, blue, line width=1.5pt] {30 + 0.6*x};
\node[above, blue] at (100,90) {AE\textsubscript{1}};
\addplot[domain=0:110, blue, line width=1.5pt] {40 + 0.6*x};
\node[above, blue] at (100,100) {AE\textsubscript{2}};

% LRAS lines
\draw[red, line width=1.5pt] (50,0) -- (50,110);
\node[below] at (50,0) {};
\node[above, red] at (50,110) {LRAS\textsubscript{1}};
\draw[red, line width=1.5pt] (100,0) -- (100,110);
\node[below] at (100,0) {};
\node[above, red] at (100,110) {LRAS\textsubscript{2}};

% Equilibria
\fill (50,50) circle (3pt) node[left] {$E_1$};
\fill (80,80) circle (3pt) node[left] {$E_2$};

% Movement arrows
\draw[->, >=stealth, thick, green!70!black] (50,50) to [bend left=15] node[midway, above] {Actual growth} (80,80);
\draw[->, >=stealth, thick, purple!80!black] (50,20) -- node[midway, below] {Potential growth} (100,20);

\end{axis}
\end{tikzpicture}"
269," In the Keynesian 45° diagram, actual growth corresponds to movements along the aggregate expenditure curve, while potential growth would involve an upward shift in the vertical LRAS line, indicating higher equilibrium income at full employment. This interplay underscores that actual growth reflects temporary demand adjustments, whereas potential growth embodies permanent enhancements to economic capacity, shaping long-term prosperity","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Real GDP (Y),
    ylabel = Aggregate Expenditure (AE),
    xmin=0, xmax=600,
    ymin=0, ymax=600,
    xtick={250,375,500},
    xticklabels={},
    ytick=\empty,
    clip=false,
    grid=none,
    axis line style={-Stealth},
    x label style={at={(ticklabel* cs:1.02)},anchor=west},
    y label style={at={(ticklabel* cs:1.02)},anchor=south},
    every axis plot/.append style={thick}
]

% 45-degree line
\addplot [domain=0:550, dashed, black] {x} 
    node[pos=0.85, above left, font=\footnotesize] {45\textdegree{} line};

% Initial AE curve (AE0)
\addplot [domain=0:550, blue] {100 + 0.6*x} 
    node[pos=0.85, above, font=\footnotesize] {AE\textsubscript{0}};

% Shifted AE curve (AE1)
\addplot [domain=0:550, blue] {150 + 0.6*x} 
    node[pos=0.85, above, font=\footnotesize] {AE\textsubscript{1}};

% Initial LRAS (vertical line)
\draw [dashed, red] (250,0) -- (250,600) 
    node[above, font=\footnotesize] {LRAS (initial)};

% Shifted LRAS (potential growth)
\draw [dashed, red] (500,0) -- (500,600) 
    node[above, font=\footnotesize] {LRAS (new)};

% Equilibrium points
\addplot [only marks, mark=*, mark size=2pt] coordinates {
    (250,250) % E0
    (375,375) % E1
};

% Point A (start of adjustment)
\addplot [only marks, mark=*, mark size=2pt] coordinates {
    (250,300) % Point A
};

% Arrow for actual growth (along AE1 curve)
\draw [-Stealth, thick, green!70!black] (axis cs:250,300) -- (axis cs:375,375)
    node[midway, above left, font=\footnotesize, text=green!70!black] {Actual growth};

% Arrow for potential growth (LRAS shift)
\draw [-Stealth, thick, purple!80!black] (axis cs:250,570) -- (axis cs:500,570)
    node[midway, above, font=\footnotesize, text=purple!80!black] {Potential growth};

% X-axis labels
\node[below, font=\footnotesize] at (axis cs:250,0) {$Y_0 = Y_0^*$};
\node[below, font=\footnotesize] at (axis cs:375,0) {$Y_1$};
\node[below, font=\footnotesize] at (axis cs:500,0) {$Y_1^*$};

\end{axis}
\end{tikzpicture}
\end{document}"
271," PPF with points A inside the curve and B on the curve, illustrating actual growth as movement from A to B. DIAGRAM: AD-AS model showing AD1 shifting to AD2, intersecting SRAS at higher real GDP.) Actual growth is cyclical and can be influenced by demand-side factors like fiscal policy, interest rates, or export demand. However, it is constrained by the economy’s current productive capacity, meaning sustained growth beyond this capacity risks inflationary pressures","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Real GDP,
    ylabel = Price Level,
    xmin = 0, xmax = 80,
    ymin = 0, ymax = 100,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=south},
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=west}
]

% SRAS curve
\addplot [blue, thick, domain=0:75] {30 + 0.3*x};
\node [above] at (axis cs: 60, 48) {SRAS};

% AD1 curve
\addplot [red, thick, domain=0:75] {80 - 0.5*x};
\node [left] at (axis cs: 0, 80) {AD\textsubscript{1}};

% AD2 curve (shifted right)
\addplot [red, thick, dashed, domain=0:75] {90 - 0.5*x};
\node [left] at (axis cs: 0, 90) {AD\textsubscript{2}};

% Shift arrow for AD
\draw [->, thick, black] (axis cs:15, 75) -- (axis cs:35, 75);

% Equilibrium points (not labeled but shown at intersections)
\addplot [only marks, mark=*, mark size=2pt] coordinates {
    (50, 55)   % AD1-SRAS intersection
    (60, 60)   % AD2-SRAS intersection
};

\end{axis}
\end{tikzpicture}"
274," PPF shifting outward from PPF1 to PPF2. DIAGRAM: LRAS1 shifting to LRAS2 in the AD-AS model.) Unlike actual growth, potential growth may not immediately translate into higher real GDP if aggregate demand remains insufficient to absorb the new capacity. For example, an economy could experience technological advancements that expand its potential output, but if demand remains stagnant due to low investment or consumer spending, actual growth might not materialise. In the Keynesian 45-degree diagram, potential growth corresponds to a rightward shift of the vertical LRAS curve, indicating higher full-employment output, while actual growth is depicted by movements along the aggregate expenditure line towards this new equilibrium. Crucially, potential growth is structural and path-dependent, requiring sustained investment in productive resources rather than short-term demand stimuli. Together, these concepts distinguish between transient, demand-driven increases in output and enduring, supply-driven enhancements to economic capacity","\begin{tikzpicture}
\begin{axis}[
    axis lines = middle,
    xlabel = {Good X},
    ylabel = {Good Y},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false
]
% PPF1 curve
\addplot[blue, thick, smooth] coordinates {
    (0,90) (30,80) (60,50) (90,0)
};
\node[above, blue] at (axis cs:60,50) {PPF1};
% PPF2 curve
\addplot[red, thick, smooth] coordinates {
    (0,110) (40,100) (70,70) (110,0)
};
\node[above, red] at (axis cs:80,70) {PPF2};
% Shift arrow
\draw[->, thick, >=stealth] (axis cs:60,50) to [bend left=30] node[midway, above] {Potential Growth} (axis cs:80,70);
\end{axis}
\end{tikzpicture}

\begin{tikzpicture}
\begin{axis}[
    axis lines = middle,
    xlabel = {Real GDP},
    ylabel = {Price Level},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false
]
% AD curve
\addplot[blue, thick, domain=20:110] {100 - 0.5*x};
\node[above, blue] at (axis cs:50,75) {AD};
% LRAS1 curve
\draw[green, thick] (axis cs:60,0) -- (axis cs:60,110);
\node[above, green] at (axis cs:60,110) {LRAS1};
% LRAS2 curve
\draw[red, thick] (axis cs:90,0) -- (axis cs:90,110);
\node[above, red] at (axis cs:90,110) {LRAS2};
% Equilibrium E1
\draw[dashed] (axis cs:0,70) node[left] {P1} -- (axis cs:60,70) -- (axis cs:60,0) node[below] {Y1};
\node[circle, fill=black, inner sep=1.5pt, label=above right:E1] at (axis cs:60,70) {};
% Equilibrium E2
\draw[dashed] (axis cs:0,55) node[left] {P2} -- (axis cs:90,55) -- (axis cs:90,0) node[below] {Y2};
\node[circle, fill=black, inner sep=1.5pt, label=above right:E2] at (axis cs:90,55) {};
% Shift arrow
\draw[->, thick, >=stealth, green!50!black] (axis cs:60,50) -- node[midway, above] {Potential Growth} (axis cs:90,50);
\end{axis}
\end{tikzpicture}"
278," A budget line tangent to an indifference curve at point E, with the slope of the indifference curve at E equal to the slope of the budget line.) This tangency condition ensures the consumer is optimizing their utility given their budget constraint. ","\documentclass[tikz,border=10pt]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{calc,intersections}

\begin{document}
\begin{tikzpicture}
  \begin{axis}[
    width=10cm,
    height=8cm,
    axis lines=left,
    xmin=0, xmax=12,
    ymin=0, ymax=12,
    xlabel=Good X,
    ylabel=Good Y,
    xtick=\empty,
    ytick=\empty,
    clip=false,
    every axis x label/.style={at={(ticklabel* cs:1.01)}, anchor=west},
    every axis y label/.style={at={(ticklabel* cs:1.01)}, anchor=south}
  ]

  % Budget line: Px*X + Py*Y = I
  \addplot[blue, thick, domain=0:10, samples=2, name path=budget] {8 - 0.8*x};
  \node[blue, above right] at (10,0) {Budget Line};

  % Indifference curve (convex to origin)
  \addplot[red, thick, domain=2:9, samples=100, smooth, name path=indifference] {32/(x+2)};
  \node[red, below left] at (9,3.2) {Indifference Curve};

  % Tangency point E
  \addplot[only marks, mark=*, mark size=2pt] coordinates {(5,4)};
  \node[above right] at (5,4) {E};

  % Labels for tangency condition
  \node[anchor=north west] at (0,12) {Slope at E: equal to budget line slope};

  % Axes labels
  \node[below] at (11,0) {X};
  \node[left] at (0,11) {Y};

  \end{axis}
\end{tikzpicture}
\end{document}"
283," AD/AS model showing a rightward AD shift with higher equilibrium output). Actual growth can also arise from temporary improvements in productivity or reductions in input costs, which shift SRAS rightward. However, actual growth is constrained by the economy’s existing productive capacity, meaning it cannot exceed potential output in the long run without causing inflationary pressures. ","\documentclass{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Real GDP (Output),
    ylabel = Price Level,
    xmin = 80, xmax = 150,
    ymin = 60, ymax = 150,
    xtick = {100,120},
    xticklabels = {$Y_p$,$Y_2$},
    ytick = {80,100,120},
    yticklabels = {$P_2$,$P_0$,$P_1$},
    grid = none,
    clip = false,
    axis line style = {-Latex},
    width = 10cm,
    height = 8cm
]

% LRAS (Potential Output)
\draw[thick, dashed, color=black] (100,60) -- (100,150) node[above] {LRAS (Potential Output)};

% Initial AD0
\addplot[domain=80:120, blue, thick] {200 - x};
\node[above left, blue] at (85,115) {AD\textsubscript{0}};

% Shifted AD1
\addplot[domain=100:140, blue, thick] {220 - x};
\node[above left, blue] at (105,115) {AD\textsubscript{1}};

% Initial SRAS0
\addplot[domain=80:120, red, thick] {x};
\node[below right, red] at (120,120) {SRAS\textsubscript{0}};

% Shifted SRAS1
\addplot[domain=100:140, red, thick] {x - 20};
\node[below right, red] at (140,120) {SRAS\textsubscript{1}};

% Equilibrium points
% Initial equilibrium (A)
\node[circle, fill=black, inner sep=1.5pt, label=above left:A] at (100,100) {};

% AD shift equilibrium (B)
\node[circle, fill=black, inner sep=1.5pt, label=above right:B] at (120,100) {};

% SRAS shift equilibrium (C)
\node[circle, fill=black, inner sep=1.5pt, label=below left:C] at (120,80) {};

% Shift arrows
% AD shift arrow
\draw[->, thick, blue] (95,140) -- (125,140) node[midway, above] {AD Shift};

% SRAS shift arrow
\draw[->, thick, red] (95,70) -- (125,70) node[midway, below] {SRAS Shift};

\end{axis}
\end{tikzpicture}
\end{document}"
