,Question,Answer
127,"In an economy with an interest rate of 4% per annum, the rate of inflation falls from 5% to 3% per annum.  What will be a benefit of this fall?

A. Menu costs will fall to zero.
B. People on fixed incomes will be better off in real terms.
C. Savers will gain in real terms.
D. The purchasing power of the currency will rise. ",C
128,"Which items have to be added to and subtracted from Gross Domestic Product at market prices to calculate the value of Gross Domestic Product at basic prices?

A. capital consumption and net property income from abroad
B. expenditure taxes and capital consumption
C. net property income from abroad and subsidies
D. subsidies and expenditure taxes",D
129,"What is likely to move an economy’s aggregate demand curve to the right? 

A. a fall in income equality
B. a fall in incomes abroad
C. a fall in the exchange rate
D. a fall in the government budget deficit ",C
130,"An economy experiences rising unemployment due to incomes falling as a result of a virus pandemic.  How would this unemployment be classified?

A. cyclical
B. frictional
C. seasonal
D. structural",A
131,"The table shows the values of Consumer Prices Index (CPI) and a worker’s salary in 2022 and 2023.  What is the real value of the worker’s salary in 2023 compared with 2022?

A. $18 182
B. $22 727
C. $25 000
D. $27 500",B
132,"A product with infinite elasticity of supply has sales of 1000 units a week at a price of $1 per unit. Price elasticity of demand is 1.5 over the relevant range.  The government imposes a tax of 10%. What will be the government’s weekly tax revenue from this product? 

A. $15
B. $85
C. $100
D. $150",B
133,"Inequality in an economy can be categorised as either income inequality or wealth inequality.  What is most likely to cause greater wealth inequality than income inequality?

A. an increase in indirect taxation
B. an increase in the value of property
C. a reduction in the minimum wage
D. a reduction in the rate of interest paid on savings",B
134,"In the diagram, S1 and S2 are the supply curves for an agricultural product in years 1 and 2 respectively. D is the demand curve in years 1 and 2.  In year 1, the government purchased an amount necessary to ensure that the price was OP.   The price is held at OP in year 2. How much more must the government buy in year 2 than it bought in year 1? 

A. WZ
B. XY
C. XZ
D. YZ",D
135,"Good X has a substitute, good Y, and a complement, good Z. The price of good Y decreases and the price of good Z increases.  Why might the equilibrium price of good X remain unchanged?

A. Producers of good X adopt new technology.
B. Producers of good X receive a subsidy.
C. Some firms stop production of good X.
D. The tax on the production of good X is cut. ",C
136,"What is most likely to cause the demand curve of an inferior good to shift to the right? 

A. a rise in consumers’ incomes
B. a rise in income tax
C. a rise in sales tax
D. a rise in the price of a complement",B
137,"The graph shows the demand and supply curves for an industry.  What would cause a shift in the supply curve from S1 to S2?

A. an increase in the number of firms in the industry
B. an increase in the number of workers employed
C. an increase in the productivity of the workforce
D. an increase in the wage rates paid to workers",D
138,"The diagram shows the change in a country’s production possibility curve from PQ to PR.  What increases as a result of the change from PQ to PR?

A. the price of private goods
B. the price of public goods
C. the opportunity cost of private goods
D. the opportunity cost of public goods",D
